TestFreq,PatchLength,PatchWidth,SlotLength,SlotWidth,Strength
3.14,29.4,38,22,24,-0.840281187
3.15,29.4,38,22,24,-0.852062156
3.16,29.4,38,22,24,-0.864696117
3.17,29.4,38,22,24,-0.878289072
3.18,29.4,38,22,24,-0.892965318
3.19,29.4,38,22,24,-0.908871408
3.2,29.4,38,22,24,-0.926181149
3.21,29.4,38,22,24,-0.945101935
3.22,29.4,38,22,24,-0.965882854
3.23,29.4,38,22,24,-0.988825121
3.24,29.4,38,22,24,-1.014295638
3.25,29.4,38,22,24,-1.042744752
3.26,29.4,38,22,24,-1.074729713
3.27,29.4,38,22,24,-1.110945955
3.28,29.4,38,22,24,-1.152269179
3.29,29.4,38,22,24,-1.199812483
3.3,29.4,38,22,24,-1.255004599
3.31,29.4,38,22,24,-1.319697887
3.32,29.4,38,22,24,-1.396318316
3.33,29.4,38,22,24,-1.488074418
3.34,29.4,38,22,24,-1.599247647
3.35,29.4,38,22,24,-1.735590636
3.36,29.4,38,22,24,-1.904855026
3.37,29.4,38,22,24,-2.117435438
3.38,29.4,38,22,24,-2.386991869
3.39,29.4,38,22,24,-2.730549521
3.4,29.4,38,22,24,-3.166627106
3.41,29.4,38,22,24,-3.707797408
3.42,29.4,38,22,24,-4.34059676
3.43,29.4,38,22,24,-4.986295137
3.44,29.4,38,22,24,-5.465158834
3.45,29.4,38,22,24,-5.560157761
3.46,29.4,38,22,24,-5.216636485
3.47,29.4,38,22,24,-4.608432554
3.48,29.4,38,22,24,-3.952560233
3.49,29.4,38,22,24,-3.371501209
3.5,29.4,38,22,24,-2.90064106
1.5,29.4,38,14,28,-1.342362819
1.51,29.4,38,14,28,-1.2650265
1.52,29.4,38,14,28,-1.193001985
1.53,29.4,38,14,28,-1.126310098
1.54,29.4,38,14,28,-1.064857181
1.55,29.4,38,14,28,-1.008470238
1.56,29.4,38,14,28,-0.956923703
1.57,29.4,38,14,28,-0.909959518
1.58,29.4,38,14,28,-0.867301973
1.59,29.4,38,14,28,-0.828668473
1.6,29.4,38,14,28,-0.793777227
1.61,29.4,38,14,28,-0.762352588
1.62,29.4,38,14,28,-0.734128652
1.63,29.4,38,14,28,-0.70885156
1.64,29.4,38,14,28,-0.686280856
1.65,29.4,38,14,28,-0.66619016
1.66,29.4,38,14,28,-0.648367351
1.67,29.4,38,14,28,-0.632614413
1.68,29.4,38,14,28,-0.618747049
1.69,29.4,38,14,28,-0.606594147
1.7,29.4,38,14,28,-0.595997147
1.71,29.4,38,14,28,-0.586809364
1.72,29.4,38,14,28,-0.578895292
1.73,29.4,38,14,28,-0.572129908
1.74,29.4,38,14,28,-0.566397988
1.75,29.4,38,14,28,-0.561593456
1.76,29.4,38,14,28,-0.557618758
1.77,29.4,38,14,28,-0.554384271
1.78,29.4,38,14,28,-0.551807755
1.79,29.4,38,14,28,-0.549813828
1.8,29.4,38,14,28,-0.548333488
1.81,29.4,38,14,28,-0.54730366
1.82,29.4,38,14,28,-0.546666785
1.83,29.4,38,14,28,-0.546370424
1.84,29.4,38,14,28,-0.546366908
1.85,29.4,38,14,28,-0.546612997
1.86,29.4,38,14,28,-0.547069575
1.87,29.4,38,14,28,-0.54770136
1.88,29.4,38,14,28,-0.548476639
1.89,29.4,38,14,28,-0.549367016
1.9,29.4,38,14,28,-0.550347183
1.91,29.4,38,14,28,-0.551394704
1.92,29.4,38,14,28,-0.552489807
1.93,29.4,38,14,28,-0.553615201
1.94,29.4,38,14,28,-0.554755898
1.95,29.4,38,14,28,-0.55589904
1.96,29.4,38,14,28,-0.557033752
1.97,29.4,38,14,28,-0.558150989
1.98,29.4,38,14,28,-0.559243396
1.99,29.4,38,14,28,-0.560305185
2,29.4,38,14,28,-0.561332003
2.01,29.4,38,14,28,-0.562320825
2.02,29.4,38,14,28,-0.563269836
2.03,29.4,38,14,28,-0.564178336
2.04,29.4,38,14,28,-0.565046636
2.05,29.4,38,14,28,-0.565875972
2.06,29.4,38,14,28,-0.566668416
2.07,29.4,38,14,28,-0.567426796
2.08,29.4,38,14,28,-0.568154621
2.09,29.4,38,14,28,-0.568856008
2.1,29.4,38,14,28,-0.569535619
2.11,29.4,38,14,28,-0.570198601
2.12,29.4,38,14,28,-0.570850524
2.13,29.4,38,14,28,-0.571497336
2.14,29.4,38,14,28,-0.572145313
2.15,29.4,38,14,28,-0.572801016
2.16,29.4,38,14,28,-0.573471255
2.17,29.4,38,14,28,-0.57416306
2.18,29.4,38,14,28,-0.574883646
2.19,29.4,38,14,28,-0.575640399
2.2,29.4,38,14,28,-0.576440853
2.21,29.4,38,14,28,-0.577292682
2.22,29.4,38,14,28,-0.578203693
2.23,29.4,38,14,28,-0.57918183
2.24,29.4,38,14,28,-0.580235175
2.25,29.4,38,14,28,-0.58137197
2.26,29.4,38,14,28,-0.582600635
2.27,29.4,38,14,28,-0.583929798
2.28,29.4,38,14,28,-0.585368338
2.29,29.4,38,14,28,-0.586925432
2.3,29.4,38,14,28,-0.588610621
2.31,29.4,38,14,28,-0.590433877
2.32,29.4,38,14,28,-0.592405702
2.33,29.4,38,14,28,-0.594537225
2.34,29.4,38,14,28,-0.596840335
2.35,29.4,38,14,28,-0.59932782
2.36,29.4,38,14,28,-0.602013549
2.37,29.4,38,14,28,-0.60491267
2.38,29.4,38,14,28,-0.608041853
2.39,29.4,38,14,28,-0.611419573
2.4,29.4,38,14,28,-0.615066441
2.41,29.4,38,14,28,-0.619005603
2.42,29.4,38,14,28,-0.623263205
2.43,29.4,38,14,28,-0.627868958
2.44,29.4,38,14,28,-0.632856803
2.45,29.4,38,14,28,-0.638265716
2.46,29.4,38,14,28,-0.644140683
2.47,29.4,38,14,28,-0.650533878
2.48,29.4,38,14,28,-0.657506103
2.49,29.4,38,14,28,-0.665128557
2.5,29.4,38,14,28,-0.673485025
2.51,29.4,38,14,28,-0.682674586
2.52,29.4,38,14,28,-0.692815024
2.53,29.4,38,14,28,-0.704047108
2.54,29.4,38,14,28,-0.716540043
2.55,29.4,38,14,28,-0.730498447
2.56,29.4,38,14,28,-0.74617136
2.57,29.4,38,14,28,-0.763863988
2.58,29.4,38,14,28,-0.783953149
2.59,29.4,38,14,28,-0.806907799
2.6,29.4,38,14,28,-0.833316606
2.61,29.4,38,14,28,-0.863925383
2.62,29.4,38,14,28,-0.899688553
2.63,29.4,38,14,28,-0.941840759
2.64,29.4,38,14,28,-0.991997823
2.65,29.4,38,14,28,-1.052301016
2.66,29.4,38,14,28,-1.125626055
2.67,29.4,38,14,28,-1.215889953
2.68,29.4,38,14,28,-1.328507179
2.69,29.4,38,14,28,-1.471074569
2.7,29.4,38,14,28,-1.65440464
2.71,29.4,38,14,28,-1.894075432
2.72,29.4,38,14,28,-2.212688828
2.73,29.4,38,14,28,-2.642889237
2.74,29.4,38,14,28,-3.23038676
2.75,29.4,38,14,28,-4.033055472
2.76,29.4,38,14,28,-5.101379855
2.77,29.4,38,14,28,-6.395603765
2.78,29.4,38,14,28,-7.571293044
2.79,29.4,38,14,28,-7.891148024
2.8,29.4,38,14,28,-7.088710198
2.81,29.4,38,14,28,-5.824941505
2.82,29.4,38,14,28,-4.661908286
2.83,29.4,38,14,28,-3.752875494
2.84,29.4,38,14,28,-3.077265683
2.85,29.4,38,14,28,-2.579619686
2.86,29.4,38,14,28,-2.210354688
2.87,29.4,38,14,28,-1.932571466
2.88,29.4,38,14,28,-1.720294716
2.89,29.4,38,14,28,-1.555495569
2.9,29.4,38,14,28,-1.425625537
2.91,29.4,38,14,28,-1.321860533
2.92,29.4,38,14,28,-1.237911371
2.93,29.4,38,14,28,-1.169229698
2.94,29.4,38,14,28,-1.11247757
2.95,29.4,38,14,28,-1.065170317
2.96,29.4,38,14,28,-1.025433344
2.97,29.4,38,14,28,-0.991834361
2.98,29.4,38,14,28,-0.963266068
2.99,29.4,38,14,28,-0.938863024
3,29.4,38,14,28,-0.91794196
3.01,29.4,38,14,28,-0.899958373
3.02,29.4,38,14,28,-0.884474592
3.03,29.4,38,14,28,-0.871136006
3.04,29.4,38,14,28,-0.859653177
3.05,29.4,38,14,28,-0.84978825
3.06,29.4,38,14,28,-0.841344519
3.07,29.4,38,14,28,-0.834158351
3.08,29.4,38,14,28,-0.828092872
3.09,29.4,38,14,28,-0.823033004
3.1,29.4,38,14,28,-0.818881516
3.11,29.4,38,14,28,-0.815555875
3.12,29.4,38,14,28,-0.812985708
3.13,29.4,38,14,28,-0.811110746
3.14,29.4,38,14,28,-0.809879151
3.15,29.4,38,14,28,-0.809246134
3.16,29.4,38,14,28,-0.809172826
3.17,29.4,38,14,28,-0.809625336
3.18,29.4,38,14,28,-0.810573965
3.19,29.4,38,14,28,-0.811992551
3.2,29.4,38,14,28,-0.813857911
3.21,29.4,38,14,28,-0.81614938
3.22,29.4,38,14,28,-0.818848407
3.23,29.4,38,14,28,-0.821938221
3.24,29.4,38,14,28,-0.825403537
3.25,29.4,38,14,28,-0.829230312
3.26,29.4,38,14,28,-0.833405528
3.27,29.4,38,14,28,-0.837917011
3.28,29.4,38,14,28,-0.842753264
3.29,29.4,38,14,28,-0.847903337
3.3,29.4,38,14,28,-0.853356704
3.31,29.4,38,14,28,-0.859103159
3.32,29.4,38,14,28,-0.865132723
3.33,29.4,38,14,28,-0.871435573
3.34,29.4,38,14,28,-0.878001971
3.35,29.4,38,14,28,-0.884822202
3.36,29.4,38,14,28,-0.891886534
3.37,29.4,38,14,28,-0.899185167
3.38,29.4,38,14,28,-0.906708202
3.39,29.4,38,14,28,-0.914445612
3.4,29.4,38,14,28,-0.922387216
3.41,29.4,38,14,28,-0.930522661
3.42,29.4,38,14,28,-0.938841409
3.43,29.4,38,14,28,-0.947332724
3.44,29.4,38,14,28,-0.955985669
3.45,29.4,38,14,28,-0.9647891
3.46,29.4,38,14,28,-0.973731669
3.47,29.4,38,14,28,-0.982801826
3.48,29.4,38,14,28,-0.991987828
3.49,29.4,38,14,28,-1.001277742
3.5,29.4,38,14,28,-1.010659463
1.5,29.4,38,20,24,-0.63002888
1.51,29.4,38,20,24,-0.614922877
1.52,29.4,38,20,24,-0.601587329
1.53,29.4,38,20,24,-0.589824212
1.54,29.4,38,20,24,-0.579459815
1.55,29.4,38,20,24,-0.57034153
1.56,29.4,38,20,24,-0.562335053
1.57,29.4,38,20,24,-0.555321963
1.58,29.4,38,20,24,-0.549197634
1.59,29.4,38,20,24,-0.543869436
1.6,29.4,38,20,24,-0.539255192
1.61,29.4,38,20,24,-0.535281845
1.62,29.4,38,20,24,-0.531884319
1.63,29.4,38,20,24,-0.529004528
1.64,29.4,38,20,24,-0.52659053
1.65,29.4,38,20,24,-0.52459579
1.66,29.4,38,20,24,-0.52297855
1.67,29.4,38,20,24,-0.52170127
1.68,29.4,38,20,24,-0.520730156
1.69,29.4,38,20,24,-0.520034742
1.7,29.4,38,20,24,-0.519587527
1.71,29.4,38,20,24,-0.519363657
1.72,29.4,38,20,24,-0.519340649
1.73,29.4,38,20,24,-0.519498146
1.74,29.4,38,20,24,-0.519817708
1.75,29.4,38,20,24,-0.520282618
1.76,29.4,38,20,24,-0.520877723
1.77,29.4,38,20,24,-0.521589288
1.78,29.4,38,20,24,-0.522404866
1.79,29.4,38,20,24,-0.523313186
1.8,29.4,38,20,24,-0.524304058
1.81,29.4,38,20,24,-0.525368284
1.82,29.4,38,20,24,-0.526497583
1.83,29.4,38,20,24,-0.527684526
1.84,29.4,38,20,24,-0.528922483
1.85,29.4,38,20,24,-0.530205572
1.86,29.4,38,20,24,-0.531528624
1.87,29.4,38,20,24,-0.532887152
1.88,29.4,38,20,24,-0.534277327
1.89,29.4,38,20,24,-0.535695966
1.9,29.4,38,20,24,-0.537140529
1.91,29.4,38,20,24,-0.538609119
1.92,29.4,38,20,24,-0.5401005
1.93,29.4,38,20,24,-0.541614125
1.94,29.4,38,20,24,-0.543150176
1.95,29.4,38,20,24,-0.544709619
1.96,29.4,38,20,24,-0.546294288
1.97,29.4,38,20,24,-0.54790698
1.98,29.4,38,20,24,-0.549551592
1.99,29.4,38,20,24,-0.551233291
2,29.4,38,20,24,-0.552958734
2.01,29.4,38,20,24,-0.554736348
2.02,29.4,38,20,24,-0.556576696
2.03,29.4,38,20,24,-0.558492951
2.04,29.4,38,20,24,-0.560501505
2.05,29.4,38,20,24,-0.562622778
2.06,29.4,38,20,24,-0.564882285
2.07,29.4,38,20,24,-0.567312054
2.08,29.4,38,20,24,-0.56995255
2.09,29.4,38,20,24,-0.572855291
2.1,29.4,38,20,24,-0.576086464
2.11,29.4,38,20,24,-0.579731996
2.12,29.4,38,20,24,-0.583904752
2.13,29.4,38,20,24,-0.588754938
2.14,29.4,38,20,24,-0.594485395
2.15,29.4,38,20,24,-0.601374497
2.16,29.4,38,20,24,-0.609811152
2.17,29.4,38,20,24,-0.620349434
2.18,29.4,38,20,24,-0.633795757
2.19,29.4,38,20,24,-0.651351026
2.2,29.4,38,20,24,-0.674846853
2.21,29.4,38,20,24,-0.707142508
2.22,29.4,38,20,24,-0.752785889
2.23,29.4,38,20,24,-0.81904529
2.24,29.4,38,20,24,-0.917145306
2.25,29.4,38,20,24,-1.061937361
2.26,29.4,38,20,24,-1.262214859
2.27,29.4,38,20,24,-1.484339962
2.28,29.4,38,20,24,-1.611219167
2.29,29.4,38,20,24,-1.544035708
2.3,29.4,38,20,24,-1.354879786
2.31,29.4,38,20,24,-1.163762975
2.32,29.4,38,20,24,-1.016730764
2.33,29.4,38,20,24,-0.912653878
2.34,29.4,38,20,24,-0.839904642
2.35,29.4,38,20,24,-0.788375888
2.36,29.4,38,20,24,-0.751089525
2.37,29.4,38,20,24,-0.72349279
2.38,29.4,38,20,24,-0.70263028
2.39,29.4,38,20,24,-0.686557557
2.4,29.4,38,20,24,-0.673969511
2.41,29.4,38,20,24,-0.663970956
2.42,29.4,38,20,24,-0.655934665
2.43,29.4,38,20,24,-0.649412258
2.44,29.4,38,20,24,-0.644077215
2.45,29.4,38,20,24,-0.639687713
2.46,29.4,38,20,24,-0.636061886
2.47,29.4,38,20,24,-0.63306106
2.48,29.4,38,20,24,-0.630578164
2.49,29.4,38,20,24,-0.628529601
2.5,29.4,38,20,24,-0.626849443
2.51,29.4,38,20,24,-0.625485235
2.52,29.4,38,20,24,-0.624394912
2.53,29.4,38,20,24,-0.623544505
2.54,29.4,38,20,24,-0.62290643
2.55,29.4,38,20,24,-0.622458171
2.56,29.4,38,20,24,-0.622181281
2.57,29.4,38,20,24,-0.622060603
2.58,29.4,38,20,24,-0.622083664
2.59,29.4,38,20,24,-0.622240191
2.6,29.4,38,20,24,-0.622521739
2.61,29.4,38,20,24,-0.622921381
2.62,29.4,38,20,24,-0.623433465
2.63,29.4,38,20,24,-0.62405342
2.64,29.4,38,20,24,-0.624777591
2.65,29.4,38,20,24,-0.625603113
2.66,29.4,38,20,24,-0.626527801
2.67,29.4,38,20,24,-0.627550064
2.68,29.4,38,20,24,-0.628668831
2.69,29.4,38,20,24,-0.629883497
2.7,29.4,38,20,24,-0.631193872
2.71,29.4,38,20,24,-0.632600143
2.72,29.4,38,20,24,-0.634102844
2.73,29.4,38,20,24,-0.635702833
2.74,29.4,38,20,24,-0.637401272
2.75,29.4,38,20,24,-0.639199618
2.76,29.4,38,20,24,-0.641099613
2.77,29.4,38,20,24,-0.643103283
2.78,29.4,38,20,24,-0.645212939
2.79,29.4,38,20,24,-0.647431183
2.8,29.4,38,20,24,-0.649760919
2.81,29.4,38,20,24,-0.652205371
2.82,29.4,38,20,24,-0.654768096
2.83,29.4,38,20,24,-0.657453017
2.84,29.4,38,20,24,-0.66026445
2.85,29.4,38,20,24,-0.663207142
2.86,29.4,38,20,24,-0.666286314
2.87,29.4,38,20,24,-0.669507716
2.88,29.4,38,20,24,-0.672877684
2.89,29.4,38,20,24,-0.676403218
2.9,29.4,38,20,24,-0.68009206
2.91,29.4,38,20,24,-0.683952796
2.92,29.4,38,20,24,-0.687994971
2.93,29.4,38,20,24,-0.692229224
2.94,29.4,38,20,24,-0.696667444
2.95,29.4,38,20,24,-0.701322963
2.96,29.4,38,20,24,-0.706210769
2.97,29.4,38,20,24,-0.711347775
2.98,29.4,38,20,24,-0.716753125
2.99,29.4,38,20,24,-0.722448565
3,29.4,38,20,24,-0.728458889
3.01,29.4,38,20,24,-0.734812474
3.02,29.4,38,20,24,-0.741541922
3.03,29.4,38,20,24,-0.748684848
3.04,29.4,38,20,24,-0.756284837
3.05,29.4,38,20,24,-0.764392623
3.06,29.4,38,20,24,-0.773067537
3.07,29.4,38,20,24,-0.782379317
3.08,29.4,38,20,24,-0.792410366
3.09,29.4,38,20,24,-0.803258594
3.1,29.4,38,20,24,-0.81504103
3.11,29.4,38,20,24,-0.827898435
3.12,29.4,38,20,24,-0.842001248
3.13,29.4,38,20,24,-0.857557311
3.14,29.4,38,20,24,-0.874822009
3.15,29.4,38,20,24,-0.894111685
3.16,29.4,38,20,24,-0.915821578
3.17,29.4,38,20,24,-0.940450057
3.18,29.4,38,20,24,-0.968631691
3.19,29.4,38,20,24,-1.001182877
3.2,29.4,38,20,24,-1.039165459
3.21,29.4,38,20,24,-1.083976306
3.22,29.4,38,20,24,-1.137474545
3.23,29.4,38,20,24,-1.20216329
3.24,29.4,38,20,24,-1.281449308
3.25,29.4,38,20,24,-1.380010226
3.26,29.4,38,20,24,-1.50429744
3.27,29.4,38,20,24,-1.663169743
3.28,29.4,38,20,24,-1.868516832
3.29,29.4,38,20,24,-2.135300246
3.3,29.4,38,20,24,-2.479257557
3.31,29.4,38,20,24,-2.907875834
3.32,29.4,38,20,24,-3.396937677
3.33,29.4,38,20,24,-3.851962224
3.34,29.4,38,20,24,-4.100565652
3.35,29.4,38,20,24,-4.007122923
3.36,29.4,38,20,24,-3.624018908
3.37,29.4,38,20,24,-3.130425397
3.38,29.4,38,20,24,-2.666319661
3.39,29.4,38,20,24,-2.285812855
3.4,29.4,38,20,24,-1.991823069
3.41,29.4,38,20,24,-1.769592136
3.42,29.4,38,20,24,-1.60223901
3.43,29.4,38,20,24,-1.475638463
3.44,29.4,38,20,24,-1.379110629
3.45,29.4,38,20,24,-1.304878176
3.46,29.4,38,20,24,-1.247339712
3.47,29.4,38,20,24,-1.202455597
3.48,29.4,38,20,24,-1.167291022
3.49,29.4,38,20,24,-1.139692029
3.5,29.4,38,20,24,-1.118059746
1.5,29.4,38,14,24,-3.188518094
1.51,29.4,38,14,24,-2.88826473
1.52,29.4,38,14,24,-2.593430446
1.53,29.4,38,14,24,-2.320738549
1.54,29.4,38,14,24,-2.077886052
1.55,29.4,38,14,24,-1.866632722
1.56,29.4,38,14,24,-1.685428731
1.57,29.4,38,14,24,-1.531197468
1.58,29.4,38,14,24,-1.400388521
1.59,29.4,38,14,24,-1.289531065
1.6,29.4,38,14,24,-1.195485513
1.61,29.4,38,14,24,-1.115528531
1.62,29.4,38,14,24,-1.047353671
1.63,29.4,38,14,24,-0.989034065
1.64,29.4,38,14,24,-0.938971843
1.65,29.4,38,14,24,-0.895846504
1.66,29.4,38,14,24,-0.858567668
1.67,29.4,38,14,24,-0.826234167
1.68,29.4,38,14,24,-0.798099682
1.69,29.4,38,14,24,-0.773544407
1.7,29.4,38,14,24,-0.752051899
1.71,29.4,38,14,24,-0.7331903
1.72,29.4,38,14,24,-0.71659712
1.73,29.4,38,14,24,-0.701966926
1.74,29.4,38,14,24,-0.689041372
1.75,29.4,38,14,24,-0.677601109
1.76,29.4,38,14,24,-0.667459198
1.77,29.4,38,14,24,-0.658455747
1.78,29.4,38,14,24,-0.650453509
1.79,29.4,38,14,24,-0.643334279
1.8,29.4,38,14,24,-0.636995912
1.81,29.4,38,14,24,-0.631349871
1.82,29.4,38,14,24,-0.626319176
1.83,29.4,38,14,24,-0.621836706
1.84,29.4,38,14,24,-0.617843779
1.85,29.4,38,14,24,-0.614288953
1.86,29.4,38,14,24,-0.611127026
1.87,29.4,38,14,24,-0.608318183
1.88,29.4,38,14,24,-0.605827285
1.89,29.4,38,14,24,-0.603623251
1.9,29.4,38,14,24,-0.601678539
1.91,29.4,38,14,24,-0.599968707
1.92,29.4,38,14,24,-0.598472023
1.93,29.4,38,14,24,-0.597169145
1.94,29.4,38,14,24,-0.596042837
1.95,29.4,38,14,24,-0.595077725
1.96,29.4,38,14,24,-0.594260087
1.97,29.4,38,14,24,-0.593577672
1.98,29.4,38,14,24,-0.593019542
1.99,29.4,38,14,24,-0.592575933
2,29.4,38,14,24,-0.592238141
2.01,29.4,38,14,24,-0.591998413
2.02,29.4,38,14,24,-0.591849859
2.03,29.4,38,14,24,-0.591786376
2.04,29.4,38,14,24,-0.591802579
2.05,29.4,38,14,24,-0.591893741
2.06,29.4,38,14,24,-0.592055747
2.07,29.4,38,14,24,-0.592285045
2.08,29.4,38,14,24,-0.592578615
2.09,29.4,38,14,24,-0.592933936
2.1,29.4,38,14,24,-0.59334896
2.11,29.4,38,14,24,-0.593822094
2.12,29.4,38,14,24,-0.594352183
2.13,29.4,38,14,24,-0.594938499
2.14,29.4,38,14,24,-0.595580737
2.15,29.4,38,14,24,-0.596279006
2.16,29.4,38,14,24,-0.597033838
2.17,29.4,38,14,24,-0.597846188
2.18,29.4,38,14,24,-0.598717446
2.19,29.4,38,14,24,-0.599649451
2.2,29.4,38,14,24,-0.600644511
2.21,29.4,38,14,24,-0.601705422
2.22,29.4,38,14,24,-0.602835506
2.23,29.4,38,14,24,-0.604038635
2.24,29.4,38,14,24,-0.605319282
2.25,29.4,38,14,24,-0.606682565
2.26,29.4,38,14,24,-0.608134307
2.27,29.4,38,14,24,-0.609681099
2.28,29.4,38,14,24,-0.611330384
2.29,29.4,38,14,24,-0.61309054
2.3,29.4,38,14,24,-0.614970991
2.31,29.4,38,14,24,-0.616982324
2.32,29.4,38,14,24,-0.619136436
2.33,29.4,38,14,24,-0.621446693
2.34,29.4,38,14,24,-0.623928128
2.35,29.4,38,14,24,-0.626597664
2.36,29.4,38,14,24,-0.629474377
2.37,29.4,38,14,24,-0.632579813
2.38,29.4,38,14,24,-0.635938353
2.39,29.4,38,14,24,-0.639577646
2.4,29.4,38,14,24,-0.643529134
2.41,29.4,38,14,24,-0.647828669
2.42,29.4,38,14,24,-0.652517255
2.43,29.4,38,14,24,-0.657641947
2.44,29.4,38,14,24,-0.663256933
2.45,29.4,38,14,24,-0.669424851
2.46,29.4,38,14,24,-0.676218409
2.47,29.4,38,14,24,-0.683722359
2.48,29.4,38,14,24,-0.692035961
2.49,29.4,38,14,24,-0.701276028
2.5,29.4,38,14,24,-0.711580758
2.51,29.4,38,14,24,-0.723114556
2.52,29.4,38,14,24,-0.736074167
2.53,29.4,38,14,24,-0.75069653
2.54,29.4,38,14,24,-0.767268916
2.55,29.4,38,14,24,-0.786142127
2.56,29.4,38,14,24,-0.807747851
2.57,29.4,38,14,24,-0.832621696
2.58,29.4,38,14,24,-0.861434075
2.59,29.4,38,14,24,-0.89503208
2.6,29.4,38,14,24,-0.934496924
2.61,29.4,38,14,24,-0.981223671
2.62,29.4,38,14,24,-1.037033344
2.63,29.4,38,14,24,-1.104332606
2.64,29.4,38,14,24,-1.186344238
2.65,29.4,38,14,24,-1.287444128
2.66,29.4,38,14,24,-1.4136599
2.67,29.4,38,14,24,-1.573415812
2.68,29.4,38,14,24,-1.778650671
2.69,29.4,38,14,24,-2.0464868
2.7,29.4,38,14,24,-2.401656892
2.71,29.4,38,14,24,-2.879770055
2.72,29.4,38,14,24,-3.530738492
2.73,29.4,38,14,24,-4.418631605
2.74,29.4,38,14,24,-5.603310761
2.75,29.4,38,14,24,-7.055207013
2.76,29.4,38,14,24,-8.407261588
2.77,29.4,38,14,24,-8.791181866
2.78,29.4,38,14,24,-7.866689477
2.79,29.4,38,14,24,-6.43223756
2.8,29.4,38,14,24,-5.130871741
2.81,29.4,38,14,24,-4.119336774
2.82,29.4,38,14,24,-3.367571216
2.83,29.4,38,14,24,-2.812534164
2.84,29.4,38,14,24,-2.39943293
2.85,29.4,38,14,24,-2.087746278
2.86,29.4,38,14,24,-1.848931857
2.87,29.4,38,14,24,-1.663118631
2.88,29.4,38,14,24,-1.516423497
2.89,29.4,38,14,24,-1.399046338
2.9,29.4,38,14,24,-1.303976876
2.91,29.4,38,14,24,-1.226128144
2.92,29.4,38,14,24,-1.161755223
2.93,29.4,38,14,24,-1.108062301
2.94,29.4,38,14,24,-1.062934075
2.95,29.4,38,14,24,-1.024749829
2.96,29.4,38,14,24,-0.992253052
2.97,29.4,38,14,24,-0.964458798
2.98,29.4,38,14,24,-0.940587015
2.99,29.4,38,14,24,-0.920013977
3,29.4,38,14,24,-0.902236487
3.01,29.4,38,14,24,-0.886845195
3.02,29.4,38,14,24,-0.873504504
3.03,29.4,38,14,24,-0.861937288
3.04,29.4,38,14,24,-0.851913156
3.05,29.4,38,14,24,-0.843239363
3.06,29.4,38,14,24,-0.835753724
3.07,29.4,38,14,24,-0.829319019
3.08,29.4,38,14,24,-0.823818579
3.09,29.4,38,14,24,-0.819152751
3.1,29.4,38,14,24,-0.815236067
3.11,29.4,38,14,24,-0.811994951
3.12,29.4,38,14,24,-0.809365869
3.13,29.4,38,14,24,-0.807293807
3.14,29.4,38,14,24,-0.805731036
3.15,29.4,38,14,24,-0.804636084
3.16,29.4,38,14,24,-0.803972902
3.17,29.4,38,14,24,-0.80371016
3.18,29.4,38,14,24,-0.803820673
3.19,29.4,38,14,24,-0.80428092
3.2,29.4,38,14,24,-0.805070648
3.21,29.4,38,14,24,-0.806172537
3.22,29.4,38,14,24,-0.80757193
3.23,29.4,38,14,24,-0.809256606
3.24,29.4,38,14,24,-0.811216591
3.25,29.4,38,14,24,-0.813444013
3.26,29.4,38,14,24,-0.815932975
3.27,29.4,38,14,24,-0.818679458
3.28,29.4,38,14,24,-0.821681251
3.29,29.4,38,14,24,-0.824937893
3.3,29.4,38,14,24,-0.828450632
3.31,29.4,38,14,24,-0.832222407
3.32,29.4,38,14,24,-0.836257831
3.33,29.4,38,14,24,-0.840563196
3.34,29.4,38,14,24,-0.845146482
3.35,29.4,38,14,24,-0.850017379
3.36,29.4,38,14,24,-0.855187315
3.37,29.4,38,14,24,-0.860669492
3.38,29.4,38,14,24,-0.86647893
3.39,29.4,38,14,24,-0.872632519
3.4,29.4,38,14,24,-0.879149067
3.41,29.4,38,14,24,-0.886049366
3.42,29.4,38,14,24,-0.893356256
3.43,29.4,38,14,24,-0.901094688
3.44,29.4,38,14,24,-0.909291799
3.45,29.4,38,14,24,-0.917976981
3.46,29.4,38,14,24,-0.927181962
3.47,29.4,38,14,24,-0.936940875
3.48,29.4,38,14,24,-0.947290338
3.49,29.4,38,14,24,-0.958269527
3.5,29.4,38,14,24,-0.969920252
